run,phase,iteration,case,latency_ms,status,route,compile_submissions,eager_fallback,max_abs_error
default-r3,serving,6,batch4_contiguous,0.062629,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,6,batch2_strided,0.066348,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,6,batch3_strided_late,0.075719,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,7,batch0_contiguous,0.048279,ok,compiled_cache,0,False,0.0
default-r3,serving,7,batch1_contiguous,0.059519,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,7,batch2_contiguous,0.060359,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,7,batch4_contiguous,0.062911,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,7,batch2_strided,0.06693,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,7,batch3_strided_late,0.064929,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,8,batch0_contiguous,0.05782,ok,compiled_cache,0,False,0.0
default-r3,serving,8,batch1_contiguous,0.05961,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,8,batch2_contiguous,0.061749,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,8,batch4_contiguous,0.060249,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,8,batch2_strided,0.07553,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,8,batch3_strided_late,0.071658,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,9,batch0_contiguous,0.048269,ok,compiled_cache,0,False,0.0
default-r3,serving,9,batch1_contiguous,0.060949,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,9,batch2_contiguous,0.060419,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,9,batch4_contiguous,0.07484,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,9,batch2_strided,0.06687,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,9,batch3_strided_late,0.066008,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,10,batch0_contiguous,0.048849,ok,compiled_cache,0,False,0.0
default-r3,serving,10,batch1_contiguous,0.072129,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,10,batch2_contiguous,0.062549,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,10,batch4_contiguous,0.06075,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,10,batch2_strided,0.067728,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,10,batch3_strided_late,0.07385,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,11,batch0_contiguous,0.049669,ok,compiled_cache,0,False,0.0
default-r3,serving,11,batch1_contiguous,0.060479,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,11,batch2_contiguous,0.06497,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,11,batch4_contiguous,0.063159,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,11,batch2_strided,0.066379,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,11,batch3_strided_late,0.06455,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,12,batch0_contiguous,0.098788,ok,compiled_cache,0,False,0.0
default-r3,serving,12,batch1_contiguous,0.063539,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,12,batch2_contiguous,0.062759,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,12,batch4_contiguous,0.06097,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,12,batch2_strided,0.078509,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,12,batch3_strided_late,0.06741,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,13,batch0_contiguous,0.046248,ok,compiled_cache,0,False,0.0
default-r3,serving,13,batch1_contiguous,0.059409,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,13,batch2_contiguous,0.074489,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,13,batch4_contiguous,0.062169,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,13,batch2_strided,0.064899,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,13,batch3_strided_late,0.06771,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,14,batch0_contiguous,0.04849,ok,compiled_cache,0,False,0.0
default-r3,serving,14,batch1_contiguous,0.058729,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,14,batch2_contiguous,0.062169,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,14,batch4_contiguous,0.075639,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,14,batch2_strided,0.067519,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,14,batch3_strided_late,0.066149,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,15,batch0_contiguous,0.046488,ok,compiled_cache,0,False,0.0
default-r3,serving,15,batch1_contiguous,0.071639,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,15,batch2_contiguous,0.065859,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,15,batch4_contiguous,0.060499,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,15,batch2_strided,0.063609,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,15,batch3_strided_late,0.068939,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,16,batch0_contiguous,0.047599,ok,compiled_cache,0,False,0.0
default-r3,serving,16,batch1_contiguous,0.059739,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,16,batch2_contiguous,0.061299,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,16,batch4_contiguous,0.062579,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,16,batch2_strided,0.071899,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,16,batch3_strided_late,0.066189,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,17,batch0_contiguous,0.045469,ok,compiled_cache,0,False,0.0
default-r3,serving,17,batch1_contiguous,0.060939,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,17,batch2_contiguous,0.063988,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,17,batch4_contiguous,0.059719,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,17,batch2_strided,0.062669,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,17,batch3_strided_late,0.074909,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,18,batch0_contiguous,0.048419,ok,compiled_cache,0,False,0.0
default-r3,serving,18,batch1_contiguous,0.060159,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,18,batch2_contiguous,0.06337,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,18,batch4_contiguous,0.063899,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,18,batch2_strided,0.066269,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,18,batch3_strided_late,0.06655,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,19,batch0_contiguous,0.058739,ok,compiled_cache,0,False,0.0
default-r3,serving,19,batch1_contiguous,0.061449,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,19,batch2_contiguous,0.06332,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,19,batch4_contiguous,0.061608,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,19,batch2_strided,0.087049,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,19,batch3_strided_late,0.069139,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,20,batch0_contiguous,0.04978,ok,compiled_cache,0,False,0.0
default-r3,serving,20,batch1_contiguous,0.06152,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,20,batch2_contiguous,0.076839,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,20,batch4_contiguous,0.06452,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,20,batch2_strided,0.065899,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,20,batch3_strided_late,0.066639,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,21,batch0_contiguous,0.04844,ok,compiled_cache,0,False,0.0
default-r3,serving,21,batch1_contiguous,0.06133,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,21,batch2_contiguous,0.062719,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,21,batch4_contiguous,0.065049,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,21,batch2_strided,0.067729,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,21,batch3_strided_late,0.069439,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,22,batch0_contiguous,0.046439,ok,compiled_cache,0,False,0.0
default-r3,serving,22,batch1_contiguous,0.090599,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,22,batch2_contiguous,0.065198,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,22,batch4_contiguous,0.06521,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,22,batch2_strided,0.068549,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,22,batch3_strided_late,0.067769,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,23,batch0_contiguous,0.046829,ok,compiled_cache,0,False,0.0
default-r3,serving,23,batch1_contiguous,0.059259,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,23,batch2_contiguous,0.060959,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,23,batch4_contiguous,0.073369,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,23,batch2_strided,0.066839,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,23,batch3_strided_late,0.0728,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,24,batch0_contiguous,0.049219,ok,compiled_cache,0,False,0.0
default-r3,serving,24,batch1_contiguous,0.072849,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,24,batch2_contiguous,0.06554,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,24,batch4_contiguous,0.060739,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,24,batch2_strided,0.066199,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,24,batch3_strided_late,0.068819,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,25,batch0_contiguous,0.048039,ok,compiled_cache,0,False,0.0
default-r3,serving,25,batch1_contiguous,0.060209,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,25,batch2_contiguous,0.067139,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,25,batch4_contiguous,0.063738,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,25,batch2_strided,0.071639,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,25,batch3_strided_late,0.065599,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,26,batch0_contiguous,0.049509,ok,compiled_cache,0,False,0.0
default-r3,serving,26,batch1_contiguous,0.063839,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,26,batch2_contiguous,0.064049,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,26,batch4_contiguous,0.060659,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,26,batch2_strided,0.063628,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,26,batch3_strided_late,0.080028,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,27,batch0_contiguous,0.047419,ok,compiled_cache,0,False,0.0
default-r3,serving,27,batch1_contiguous,0.058239,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,27,batch2_contiguous,0.062789,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,27,batch4_contiguous,0.073039,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,27,batch2_strided,0.067431,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,27,batch3_strided_late,0.06553,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,28,batch0_contiguous,0.0481,ok,compiled_cache,0,False,0.0
default-r3,serving,28,batch1_contiguous,0.060149,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,28,batch2_contiguous,0.065979,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,28,batch4_contiguous,0.059859,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,28,batch2_strided,0.080539,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,28,batch3_strided_late,0.068779,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,29,batch0_contiguous,0.049779,ok,compiled_cache,0,False,0.0
default-r3,serving,29,batch1_contiguous,0.063309,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,29,batch2_contiguous,0.075599,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,29,batch4_contiguous,0.062209,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,29,batch2_strided,0.06332,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,29,batch3_strided_late,0.067739,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,30,batch0_contiguous,0.047579,ok,compiled_cache,0,False,0.0
default-r3,serving,30,batch1_contiguous,0.060949,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,30,batch2_contiguous,0.0626,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,30,batch4_contiguous,0.059919,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,30,batch2_strided,0.070639,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,30,batch3_strided_late,0.071028,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,31,batch0_contiguous,0.049319,ok,compiled_cache,0,False,0.0
default-r3,serving,31,batch1_contiguous,0.058979,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,31,batch2_contiguous,0.0666,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,31,batch4_contiguous,0.063909,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,31,batch2_strided,0.069009,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,31,batch3_strided_late,0.064059,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,32,batch0_contiguous,0.04957,ok,compiled_cache,0,False,0.0
default-r3,serving,32,batch1_contiguous,0.06341,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,32,batch2_contiguous,0.086419,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,32,batch4_contiguous,0.06247,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,32,batch2_strided,0.079089,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,32,batch3_strided_late,0.070729,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,33,batch0_contiguous,0.046619,ok,compiled_cache,0,False,0.0
default-r3,serving,33,batch1_contiguous,0.0577,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,33,batch2_contiguous,0.062148,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,33,batch4_contiguous,0.06407,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,33,batch2_strided,0.063109,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,33,batch3_strided_late,0.075859,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,34,batch0_contiguous,0.04693,ok,compiled_cache,0,False,0.0
default-r3,serving,34,batch1_contiguous,0.05844,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,34,batch2_contiguous,0.06291,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,34,batch4_contiguous,0.071399,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,34,batch2_strided,0.072019,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,34,batch3_strided_late,0.06504,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,35,batch0_contiguous,0.04709,ok,compiled_cache,0,False,0.0
default-r3,serving,35,batch1_contiguous,0.06855,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,35,batch2_contiguous,0.070839,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,35,batch4_contiguous,0.060799,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,35,batch2_strided,0.06309,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,35,batch3_strided_late,0.072389,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,36,batch0_contiguous,0.04761,ok,compiled_cache,0,False,0.0
default-r3,serving,36,batch1_contiguous,0.063449,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,36,batch2_contiguous,0.061399,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,36,batch4_contiguous,0.067351,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,36,batch2_strided,0.068719,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,36,batch3_strided_late,0.06531,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,37,batch0_contiguous,0.04548,ok,compiled_cache,0,False,0.0
default-r3,serving,37,batch1_contiguous,0.062169,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,37,batch2_contiguous,0.068259,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,37,batch4_contiguous,0.06122,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,37,batch2_strided,0.069439,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,37,batch3_strided_late,0.06816,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,38,batch0_contiguous,0.050549,ok,compiled_cache,0,False,0.0
default-r3,serving,38,batch1_contiguous,0.060509,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,38,batch2_contiguous,0.060479,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,38,batch4_contiguous,0.06342,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,38,batch2_strided,0.065418,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,38,batch3_strided_late,0.06886,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,39,batch0_contiguous,0.058749,ok,compiled_cache,0,False,0.0
default-r3,serving,39,batch1_contiguous,0.062619,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,39,batch2_contiguous,0.06689,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,39,batch4_contiguous,0.06221,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,39,batch2_strided,0.081379,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,39,batch3_strided_late,0.069519,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,40,batch0_contiguous,0.046379,ok,compiled_cache,0,False,0.0
default-r3,serving,40,batch1_contiguous,0.060089,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,40,batch2_contiguous,0.076669,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,40,batch4_contiguous,0.063759,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,40,batch2_strided,0.069159,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,40,batch3_strided_late,0.065109,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,41,batch0_contiguous,0.052039,ok,compiled_cache,0,False,0.0
default-r3,serving,41,batch1_contiguous,0.072409,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,41,batch2_contiguous,0.062169,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,41,batch4_contiguous,0.063619,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,41,batch2_strided,0.06806,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,41,batch3_strided_late,0.073778,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,42,batch0_contiguous,0.0468,ok,compiled_cache,0,False,0.0
default-r3,serving,42,batch1_contiguous,0.058639,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,42,batch2_contiguous,0.067119,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,42,batch4_contiguous,0.091698,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,42,batch2_strided,0.067499,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,42,batch3_strided_late,0.066999,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,43,batch0_contiguous,0.057109,ok,compiled_cache,0,False,0.0
default-r3,serving,43,batch1_contiguous,0.061679,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,43,batch2_contiguous,0.066269,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,43,batch4_contiguous,0.060939,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,43,batch2_strided,0.080719,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,43,batch3_strided_late,0.067139,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,44,batch0_contiguous,0.049589,ok,compiled_cache,0,False,0.0
default-r3,serving,44,batch1_contiguous,0.060059,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,44,batch2_contiguous,0.073749,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,44,batch4_contiguous,0.062939,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,44,batch2_strided,0.06381,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,44,batch3_strided_late,0.07369,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,45,batch0_contiguous,0.05398,ok,compiled_cache,0,False,0.0
default-r3,serving,45,batch1_contiguous,0.06089,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,45,batch2_contiguous,0.062379,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,45,batch4_contiguous,0.06945,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,45,batch2_strided,0.067769,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,45,batch3_strided_late,0.06559,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,46,batch0_contiguous,0.045699,ok,compiled_cache,0,False,0.0
default-r3,serving,46,batch1_contiguous,0.061999,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,46,batch2_contiguous,0.068229,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,46,batch4_contiguous,0.061739,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,46,batch2_strided,0.065179,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,46,batch3_strided_late,0.067759,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,47,batch0_contiguous,0.046359,ok,compiled_cache,0,False,0.0
default-r3,serving,47,batch1_contiguous,0.065609,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,47,batch2_contiguous,0.060899,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,47,batch4_contiguous,0.064229,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,47,batch2_strided,0.066969,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,47,batch3_strided_late,0.064699,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,48,batch0_contiguous,0.057099,ok,compiled_cache,0,False,0.0
default-r3,serving,48,batch1_contiguous,0.060859,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,48,batch2_contiguous,0.06361,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,48,batch4_contiguous,0.064989,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,48,batch2_strided,0.080679,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,48,batch3_strided_late,0.067669,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,49,batch0_contiguous,0.04527,ok,compiled_cache,0,False,0.0
default-r3,serving,49,batch1_contiguous,0.061188,ok,compiled_cache,0,False,1.4901161193847656e-08
default-r3,serving,49,batch2_contiguous,0.075859,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,49,batch4_contiguous,0.064779,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,49,batch2_strided,0.070379,ok,compiled_cache,0,False,5.960464477539063e-08
default-r3,serving,49,batch3_strided_late,0.068669,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,warmup,,batch0_contiguous,814.253452,ok,compiled_new_variant,1,False,0.0
hybrid-r1,warmup,,batch1_contiguous,341.514901,ok,compiled_new_variant,1,False,1.4901161193847656e-08
hybrid-r1,warmup,,batch2_contiguous,142.312435,ok,compiled_new_variant,1,False,5.960464477539063e-08
hybrid-r1,warmup,,batch4_contiguous,88.392753,ok,compiled_new_variant,1,False,5.960464477539063e-08
hybrid-r1,warmup,,batch2_strided,140.012675,ok,compiled_new_variant,1,False,5.960464477539063e-08
hybrid-r1,serving,0,batch0_contiguous,0.153358,ok,compiled_cache,0,False,0.0
hybrid-r1,serving,0,batch1_contiguous,0.138619,ok,compiled_cache,0,False,1.4901161193847656e-08
hybrid-r1,serving,0,batch2_contiguous,0.110748,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,serving,0,batch4_contiguous,0.09557,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,serving,0,batch2_strided,0.088219,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,serving,0,batch3_strided_late,0.113139,ok,eager_fallback,0,True,0.0
hybrid-r1,serving,1,batch0_contiguous,0.062109,ok,compiled_cache,0,False,0.0
hybrid-r1,serving,1,batch1_contiguous,0.076899,ok,compiled_cache,0,False,1.4901161193847656e-08
hybrid-r1,serving,1,batch2_contiguous,0.074259,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,serving,1,batch4_contiguous,0.070048,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,serving,1,batch2_strided,0.072359,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,serving,1,batch3_strided_late,0.0579,ok,eager_fallback,0,True,0.0
hybrid-r1,serving,2,batch0_contiguous,0.052229,ok,compiled_cache,0,False,0.0
hybrid-r1,serving,2,batch1_contiguous,0.066729,ok,compiled_cache,0,False,1.4901161193847656e-08
hybrid-r1,serving,2,batch2_contiguous,0.067128,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,serving,2,batch4_contiguous,0.08059,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,serving,2,batch2_strided,0.073099,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,serving,2,batch3_strided_late,0.05246,ok,eager_fallback,0,True,0.0
hybrid-r1,serving,3,batch0_contiguous,0.0501,ok,compiled_cache,0,False,0.0
hybrid-r1,serving,3,batch1_contiguous,0.081719,ok,compiled_cache,0,False,1.4901161193847656e-08
hybrid-r1,serving,3,batch2_contiguous,0.070718,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,serving,3,batch4_contiguous,0.067979,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,serving,3,batch2_strided,0.070129,ok,compiled_cache,0,False,5.960464477539063e-08
hybrid-r1,serving,3,batch3_strided_late,0.053879,ok,eager_fallback,0,True,0.0
hybrid-r1,serving,4,batch0_contiguous,0.050569,ok,compiled_cache,0,False,0.0
